Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2014/09/30,MSFT,MSFT,S,BATS,6747
2014/10/01,MSFT,MSFT,S,BATS,5485
2014/10/02,MSFT,MSFT,S,BATS,7342
2014/10/03,MSFT,MSFT,S,BATS,6584
2014/10/06,MSFT,MSFT,S,BATS,1308
2014/10/07,MSFT,MSFT,S,BATS,7735
2014/10/08,MSFT,MSFT,S,BATS,6030
2014/10/09,MSFT,MSFT,S,BATS,10958
2014/10/10,MSFT,MSFT,S,BATS,14902
2014/10/13,MSFT,MSFT,S,BATS,9014
2014/10/14,MSFT,MSFT,S,BATS,10509
2014/10/15,MSFT,MSFT,S,BATS,13823
2014/10/16,MSFT,MSFT,S,BATS,7449
2014/10/17,MSFT,MSFT,S,BATS,5173
2014/10/20,MSFT,MSFT,S,BATS,5051
2014/10/21,MSFT,MSFT,S,BATS,4896
2014/10/22,MSFT,MSFT,S,BATS,7295
2014/10/23,MSFT,MSFT,S,BATS,18061
2014/10/24,MSFT,MSFT,S,BATS,18535
2014/10/27,MSFT,MSFT,S,BATS,3578
2014/10/28,MSFT,MSFT,S,BATS,3564
2014/10/29,MSFT,MSFT,S,BATS,3222
2014/10/30,MSFT,MSFT,S,BATS,4164
2014/10/31,MSFT,MSFT,S,BATS,8788
2014/11/03,MSFT,MSFT,S,BATS,3523
2014/11/04,MSFT,MSFT,S,BATS,1668
2014/11/05,MSFT,MSFT,S,BATS,1847
2014/11/06,MSFT,MSFT,S,BATS,7854
2014/11/07,MSFT,MSFT,S,BATS,3787
2014/11/10,MSFT,MSFT,S,BATS,3790
2014/11/11,MSFT,MSFT,S,BATS,1860
2014/11/12,MSFT,MSFT,S,BATS,1435
2014/11/13,MSFT,MSFT,S,BATS,4166
2014/11/14,MSFT,MSFT,S,BATS,6746
2014/11/17,MSFT,MSFT,S,BATS,31052
2014/11/18,MSFT,MSFT,S,BATS,15121
2014/11/19,MSFT,MSFT,S,BATS,8031
2014/11/20,MSFT,MSFT,S,BATS,3948
2014/11/21,MSFT,MSFT,S,BATS,9841
2014/11/24,MSFT,MSFT,S,BATS,4096
