Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2014/08/19,AMZN,AMZN,S,BATS,8558
2014/08/20,AMZN,AMZN,S,BATS,7364
2014/08/21,AMZN,AMZN,S,BATS,6229
2014/08/22,AMZN,AMZN,S,BATS,12832
2014/08/25,AMZN,AMZN,S,BATS,7274
2014/08/26,AMZN,AMZN,S,BATS,27851
2014/08/27,AMZN,AMZN,S,BATS,14227
2014/08/28,AMZN,AMZN,S,BATS,1941
2014/08/29,AMZN,AMZN,S,BATS,6107
2014/09/02,AMZN,AMZN,S,BATS,3131
2014/09/03,AMZN,AMZN,S,BATS,3318
2014/09/04,AMZN,AMZN,S,BATS,11475
2014/09/05,AMZN,AMZN,S,BATS,9981
2014/09/08,AMZN,AMZN,S,BATS,6475
2014/09/09,AMZN,AMZN,S,BATS,10349
2014/09/10,AMZN,AMZN,S,BATS,12739
2014/09/11,AMZN,AMZN,S,BATS,9002
2014/09/12,AMZN,AMZN,S,BATS,10854
2014/09/15,AMZN,AMZN,S,BATS,13916
2014/09/16,AMZN,AMZN,S,BATS,9331
2014/09/17,AMZN,AMZN,S,BATS,11654
2014/09/18,AMZN,AMZN,S,BATS,8805
2014/09/19,AMZN,AMZN,S,BATS,17775
2014/09/22,AMZN,AMZN,S,BATS,9241
2014/09/23,AMZN,AMZN,S,BATS,7042
2014/09/24,AMZN,AMZN,S,BATS,6914
2014/09/25,AMZN,AMZN,S,BATS,5090
2014/09/26,AMZN,AMZN,S,BATS,10217
2014/09/29,AMZN,AMZN,S,BATS,4924
2014/09/30,AMZN,AMZN,S,BATS,4920
2014/10/01,AMZN,AMZN,S,BATS,6629
2014/10/02,AMZN,AMZN,S,BATS,11349
2014/10/03,AMZN,AMZN,S,BATS,7980
2014/10/06,AMZN,AMZN,S,BATS,3761
2014/10/07,AMZN,AMZN,S,BATS,6726
2014/10/08,AMZN,AMZN,S,BATS,6586
2014/10/09,AMZN,AMZN,S,BATS,8446
2014/10/10,AMZN,AMZN,S,BATS,11484
2014/10/13,AMZN,AMZN,S,BATS,8040
2014/10/14,AMZN,AMZN,S,BATS,6946
2014/10/15,AMZN,AMZN,S,BATS,11701
2014/10/16,AMZN,AMZN,S,BATS,8059
2014/10/17,AMZN,AMZN,S,BATS,8895
2014/10/20,AMZN,AMZN,S,BATS,2979
2014/10/21,AMZN,AMZN,S,BATS,4746
2014/10/22,AMZN,AMZN,S,BATS,4533
2014/10/23,AMZN,AMZN,S,BATS,14630
2014/10/24,AMZN,AMZN,S,BATS,35656
2014/10/27,AMZN,AMZN,S,BATS,8133
2014/10/28,AMZN,AMZN,S,BATS,8970
2014/10/29,AMZN,AMZN,S,BATS,6896
2014/10/30,AMZN,AMZN,S,BATS,7190
2014/10/31,AMZN,AMZN,S,BATS,12136
2014/11/03,AMZN,AMZN,S,BATS,3322
2014/11/04,AMZN,AMZN,S,BATS,4596
2014/11/05,AMZN,AMZN,S,BATS,12662
2014/11/06,AMZN,AMZN,S,BATS,7566
2014/11/07,AMZN,AMZN,S,BATS,7432
2014/11/10,AMZN,AMZN,S,BATS,4217
2014/11/11,AMZN,AMZN,S,BATS,10859
2014/11/12,AMZN,AMZN,S,BATS,3637
2014/11/13,AMZN,AMZN,S,BATS,10925
2014/11/14,AMZN,AMZN,S,BATS,42271
2014/11/17,AMZN,AMZN,S,BATS,9684
2014/11/18,AMZN,AMZN,S,BATS,7311
2014/11/19,AMZN,AMZN,S,BATS,6931
2014/11/20,AMZN,AMZN,S,BATS,13870
2014/11/21,AMZN,AMZN,S,BATS,16967
2014/11/24,AMZN,AMZN,S,BATS,6835
2014/11/25,AMZN,AMZN,S,BATS,4534
2014/11/26,AMZN,AMZN,S,BATS,3669
2014/11/28,AMZN,AMZN,S,BATS,8693
2014/12/01,AMZN,AMZN,S,BATS,11241
2014/12/02,AMZN,AMZN,S,BATS,8120
2014/12/03,AMZN,AMZN,S,BATS,23291
2014/12/04,AMZN,AMZN,S,BATS,15895
2014/12/05,AMZN,AMZN,S,BATS,19249
2014/12/08,AMZN,AMZN,S,BATS,8981
2014/12/09,AMZN,AMZN,S,BATS,7081
2014/12/10,AMZN,AMZN,S,BATS,6526
2014/12/11,AMZN,AMZN,S,BATS,7993
2014/12/12,AMZN,AMZN,S,BATS,11824
2014/12/15,AMZN,AMZN,S,BATS,6182
2014/12/16,AMZN,AMZN,S,BATS,9692
2014/12/17,AMZN,AMZN,S,BATS,7402
2014/12/18,AMZN,AMZN,S,BATS,10213
2014/12/19,AMZN,AMZN,S,BATS,11826
2014/12/22,AMZN,AMZN,S,BATS,4574
2014/12/23,AMZN,AMZN,S,BATS,3679
2014/12/24,AMZN,AMZN,S,BATS,2760
2014/12/26,AMZN,AMZN,S,BATS,12154
2014/12/29,AMZN,AMZN,S,BATS,4927
2014/12/30,AMZN,AMZN,S,BATS,4478
2014/12/31,AMZN,AMZN,S,BATS,4286
2015/01/02,AMZN,AMZN,S,BATS,8776
2015/01/05,AMZN,AMZN,S,BATS,4501
2015/01/06,AMZN,AMZN,S,BATS,6043
2015/01/07,AMZN,AMZN,S,BATS,7553
2015/01/08,AMZN,AMZN,S,BATS,5257
2015/01/09,AMZN,AMZN,S,BATS,10486
2015/01/12,AMZN,AMZN,S,BATS,7085
2015/01/13,AMZN,AMZN,S,BATS,11064
2015/01/14,AMZN,AMZN,S,BATS,9977
